V1,id,question,treatment,property,abs_value_diff,value_diff,Index,Property,question_treatment,question_control,population_density,walk_score,median_household_income,median_age,race,median_rooms_rounded,bedrooms,bathrooms,sq_ft,year_built,housing_density,median_male_age,pct_white,school_districts,pct_lt_hs_grad,median_rooms,pct_hs_grad,pct_at_least_col_grad,GEOID,state,tract,NAME,ALAND,ALAND_SQMI,county,Pair_ID,INTPTLAT,INTPTLONG,iframe,Racial majority detail,white_value_diff,is_white,street_view_person
97,8,11s,1,Property 2,30000,-30000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-30000,0,1
99,9,11s,1,Property 2,6000,-6000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-6000,0,1
101,11,11s,1,Property 2,3000,-3000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-3000,0,1
103,14,11s,1,Property 2,18000,-18000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-18000,0,1
105,16,11s,1,Property 2,100000,-100000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-100000,0,1
107,17,11s,1,Property 2,55000,-55000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-55000,0,1
109,20,11s,1,Property 2,15000,-15000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-15000,0,1
111,22,11s,1,Property 2,32000,-32000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-32000,0,1
113,27,11s,1,Property 2,5000,-5000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-5000,0,1
114,28,11s,1,Property 1,7500,7500,6327,Property 1,p11s-1,p11n-1,8937.743191,14.05555556,108478,43.2,white,5,4,2,2710,2003,3256.809339,43.3,0.7525032651,"['Huntington Beach Union High School District', 'Ocean View Elementary School District']",0.05311125079,5.7,0.1543054683,0.4311753614,6059099408,6,99408,"Census Tract 994.08, Orange County, California",1331052,0.514,59,11,33.7226068,-118.0371737,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5d1f1a7c1c389f8d?cells=test""""></iframe>",white alone,7500,1,0
117,29,11s,1,Property 2,40000,-40000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-40000,0,1
119,30,11s,1,Property 2,38000,-38000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-38000,0,1
121,31,11s,1,Property 2,10000,-10000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-10000,0,1
122,32,11s,1,Property 1,20000,20000,6327,Property 1,p11s-1,p11n-1,8937.743191,14.05555556,108478,43.2,white,5,4,2,2710,2003,3256.809339,43.3,0.7525032651,"['Huntington Beach Union High School District', 'Ocean View Elementary School District']",0.05311125079,5.7,0.1543054683,0.4311753614,6059099408,6,99408,"Census Tract 994.08, Orange County, California",1331052,0.514,59,11,33.7226068,-118.0371737,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5d1f1a7c1c389f8d?cells=test""""></iframe>",white alone,20000,1,0
124,33,11s,1,Property 1,4000,4000,6327,Property 1,p11s-1,p11n-1,8937.743191,14.05555556,108478,43.2,white,5,4,2,2710,2003,3256.809339,43.3,0.7525032651,"['Huntington Beach Union High School District', 'Ocean View Elementary School District']",0.05311125079,5.7,0.1543054683,0.4311753614,6059099408,6,99408,"Census Tract 994.08, Orange County, California",1331052,0.514,59,11,33.7226068,-118.0371737,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5d1f1a7c1c389f8d?cells=test""""></iframe>",white alone,4000,1,0
126,37,11s,1,Property 1,5000,5000,6327,Property 1,p11s-1,p11n-1,8937.743191,14.05555556,108478,43.2,white,5,4,2,2710,2003,3256.809339,43.3,0.7525032651,"['Huntington Beach Union High School District', 'Ocean View Elementary School District']",0.05311125079,5.7,0.1543054683,0.4311753614,6059099408,6,99408,"Census Tract 994.08, Orange County, California",1331052,0.514,59,11,33.7226068,-118.0371737,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5d1f1a7c1c389f8d?cells=test""""></iframe>",white alone,5000,1,0
129,38,11s,1,Property 2,10000,-10000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-10000,0,1
131,39,11s,1,Property 2,14000,-14000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-14000,0,1
132,40,11s,1,Property 1,5000,5000,6327,Property 1,p11s-1,p11n-1,8937.743191,14.05555556,108478,43.2,white,5,4,2,2710,2003,3256.809339,43.3,0.7525032651,"['Huntington Beach Union High School District', 'Ocean View Elementary School District']",0.05311125079,5.7,0.1543054683,0.4311753614,6059099408,6,99408,"Census Tract 994.08, Orange County, California",1331052,0.514,59,11,33.7226068,-118.0371737,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5d1f1a7c1c389f8d?cells=test""""></iframe>",white alone,5000,1,0
135,44,11s,1,Property 2,100000,-100000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-100000,0,1
137,46,11s,1,Property 2,20000,-20000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-20000,0,1
139,50,11s,1,Property 2,5000,-5000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-5000,0,1
140,53,11s,1,Property 1,20000,20000,6327,Property 1,p11s-1,p11n-1,8937.743191,14.05555556,108478,43.2,white,5,4,2,2710,2003,3256.809339,43.3,0.7525032651,"['Huntington Beach Union High School District', 'Ocean View Elementary School District']",0.05311125079,5.7,0.1543054683,0.4311753614,6059099408,6,99408,"Census Tract 994.08, Orange County, California",1331052,0.514,59,11,33.7226068,-118.0371737,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5d1f1a7c1c389f8d?cells=test""""></iframe>",white alone,20000,1,0
143,55,11s,1,Property 2,30000,-30000,6347,Property 2,p11s-1,p11n-1,9838.435374,14.33333333,111169,42.9,asian,6,4,2,2718,2001,3042.517007,42.8,0.370613656,"['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']",0.08491461101,6.1,0.1662713472,0.4786527514,6059110102,6,110102,"Census Tract 1101.02, Orange County, California",1522630,0.588,59,11,33.8416603,-118.0450025,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/079d97effd59d261?cells=test""""></iframe>",nearly asian,-30000,0,1
145,8,13s,1,Property 2,25000,-25000,9727,Property 2,p13s-1,p13n-1,6253.564155,15.04166667,53685,31.2,white,5,3,2,2123,1997,2354.378819,29.2,0.6842533789,['Vacaville Unified School District'],0.07412472648,5.1,0.3574945295,0.1438730853,6095253107,6,253107,"Census Tract 2531.07, Solano County, California",2543548,0.982,95,13,38.3420895,-121.9790512,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/47848b383c8bce29?cells=test""""></iframe>",white alone,25000,1,0
147,9,13s,1,Property 2,6000,-6000,9727,Property 2,p13s-1,p13n-1,6253.564155,15.04166667,53685,31.2,white,5,3,2,2123,1997,2354.378819,29.2,0.6842533789,['Vacaville Unified School District'],0.07412472648,5.1,0.3574945295,0.1438730853,6095253107,6,253107,"Census Tract 2531.07, Solano County, California",2543548,0.982,95,13,38.3420895,-121.9790512,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/47848b383c8bce29?cells=test""""></iframe>",white alone,6000,1,0
149,11,13s,1,Property 2,20000,-20000,9727,Property 2,p13s-1,p13n-1,6253.564155,15.04166667,53685,31.2,white,5,3,2,2123,1997,2354.378819,29.2,0.6842533789,['Vacaville Unified School District'],0.07412472648,5.1,0.3574945295,0.1438730853,6095253107,6,253107,"Census Tract 2531.07, Solano County, California",2543548,0.982,95,13,38.3420895,-121.9790512,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/47848b383c8bce29?cells=test""""></iframe>",white alone,20000,1,0
151,14,13s,1,Property 2,26000,-26000,9727,Property 2,p13s-1,p13n-1,6253.564155,15.04166667,53685,31.2,white,5,3,2,2123,1997,2354.378819,29.2,0.6842533789,['Vacaville Unified School District'],0.07412472648,5.1,0.3574945295,0.1438730853,6095253107,6,253107,"Census Tract 2531.07, Solano County, California",2543548,0.982,95,13,38.3420895,-121.9790512,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/47848b383c8bce29?cells=test""""></iframe>",white alone,26000,1,0
153,16,13s,1,Property 2,75000,-75000,9727,Property 2,p13s-1,p13n-1,6253.564155,15.04166667,53685,31.2,white,5,3,2,2123,1997,2354.378819,29.2,0.6842533789,['Vacaville Unified School District'],0.07412472648,5.1,0.3574945295,0.1438730853,6095253107,6,253107,"Census Tract 2531.07, Solano County, California",2543548,0.982,95,13,38.3420895,-121.9790512,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/47848b383c8bce29?cells=test""""></iframe>",white alone,75000,1,0
154,17,13s,1,Property 1,75000,75000,9720,Property 1,p13s-1,p13n-1,6473.563218,14.91666667,49677,32.1,hispanic,4,3,2,2108,2000,2142.528736,29.8,0.4566761364,['Fairfield-Suisun Unified School District'],0.1688022284,4.6,0.3448467967,0.104735376,6095252501,6,252501,"Census Tract 2525.01, Solano County, California",1126761,0.435,95,13,38.2547036,-122.0412776,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c315f8f0038252e9?cells=test""""></iframe>",hispanic,-75000,0,1
